NCT.ID,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsors,Gender,Age.Groups,Phases,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,First.Received,Start.Date,Completion.Date,Last.Updated,Last.Verified,Acronym,Primary.Completion.Date,Outcome.Measures,URL,study.location,Drug,FDA_app,Number_ints,Brand_name_in_trial
NCT00892281,ORCA - Oracea?Û for Rosacea: A Community-based Assessment,Completed,Has Results,Rosacea,Drug: doxycycline (Oracea?Û) 40 mg modified release as monotherapy|Drug: doxycycline (Oracea?Û) 40 mg modified release as add-on therapy,"Galderma Laboratories, L.P.",Both,Adult|Senior,Phase IV,1421,Industry,Interventional,Allocation: Non-Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,US10120,4/30/2009,01/04/2009,01/10/2009,12/16/2010,01/12/2010,,01/10/2009,"Change in Investigator's Global Assessment (IGA) Score From Baseline to Endpoint|Change in Clinician's Erythema Assessment Scale (CEA) Score From Baseline to Endpoint|Number of Treatment Responders at Endpoint, Where Response is Defined as an IGA Score of 0 (Clear) or 1 (Near Clear)",http://ClinicalTrials.gov/show/NCT00892281,United States,1,1,2,1
NCT00894231,Levocetirizine Effect on Nasal Nitric Oxide and Nasal Eosinophils in Subjects With Perennial Allergic Rhinitis,Completed,No Results Available,Perennial Allergic Rhinitis,Drug: levocetirizine (Xyzal)|Drug: placebo,"AAADRS Clinical Research Center|UCB, Inc.",Both,Child|Adult,Phase IV,30,Other|Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",IIS071108,4/17/2009,01/01/2009,01/08/2009,09/03/2009,01/09/2009,,01/08/2009,"The change in objective measure of inflammation nasal NO after LC treatment.|The change in nasal eosinophils, QOL and diary scores after LC treatment.",http://ClinicalTrials.gov/show/NCT00894231,United States,1,1,2,1
NCT00894530,"The Effects of Azithromycin Ophthalmic Solution, 1% Versus Placebo in Subjects With Blepharitis During a Four-Week Treatment Period",Completed,No Results Available,Blepharitis,"Drug: Azithromycin ophthalmic solution, 1%|Drug: Placebo",Inspire Pharmaceuticals,Both,Adult|Senior,Phase II,314,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",044-102,05/05/2009,01/05/2009,01/12/2009,10/29/2010,01/10/2010,,01/12/2009,Eyelid margin erythema|Signs and symptoms of Blepharitis,http://ClinicalTrials.gov/show/NCT00894530,United States,1,1,2,0
NCT00894699,"A Study to Evaluate the Clinical Efficacy, Safety and Tolerability of ARX-F03 Sublingual Sufentanil/Triazolam NanoTab?∫— in Patients Undergoing an Elective Abdominal Liposuction Procedure",Completed,No Results Available,Sedation|Anxiety|Pain,Drug: Sublingual Sufentanil/Triazolam NanoTab?∫— (ARX-F03)|Drug: Placebo NanoTab?∫—,"AcelRx Pharmaceuticals, Inc.",Both,Adult,Phase II,40,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ARX-C-007,05/05/2009,01/06/2009,01/09/2009,10/06/2009,01/10/2009,,01/09/2009,The primary objective is to evaluate the efficacy of ARX-F03 administered once as a single treatment in providing mild sedation compared to placebo in the procedural setting.|A secondary objective is to evaluate the efficacy of ARX-F03 in providing a reduction in anxiety and in pain intensity compared to placebo in the procedural setting.,http://ClinicalTrials.gov/show/NCT00894699,United States,1,0,2,NA
NCT00895830,Dose-ranging Study of APD405 in Post-operative Nausea and Vomiting (PONV),Completed,No Results Available,Postoperative Nausea and Vomiting,Drug: APD405|Drug: Placebo,Acacia Pharma Ltd,Both,Adult|Senior,Phase II,260,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",DP10002,05/07/2009,01/05/2009,01/11/2009,12/22/2009,01/12/2009,,01/11/2009,Post-operative nausea or vomiting,http://ClinicalTrials.gov/show/NCT00895830,"United States, &nbsp; France, &nbsp; Germany, &nbsp; Switzerland",1,0,2,NA
NCT00902200,A Study of AR-12286 in Patient With Elevated Intraocular Pressure (IOP),Completed,No Results Available,Elevated Intraocular Pressure,Drug: AR-12286|Drug: AR-12286 vehicle,Aerie Pharmaceuticals,Both,Adult|Senior,Phase II,80,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",AR-12286-CS201,5/13/2009,01/05/2009,01/09/2009,11/05/2009,01/11/2009,,01/09/2009,The primary efficacy endpoint will be mean diurnal IOP on each day at which diurnal IOP is measured at each timepoint.,http://ClinicalTrials.gov/show/NCT00902200,United States,1,0,2,NA
NCT00903448,Comparison of Prilosec Over-the-counter (OTC)?Û Versus Prevacid?Û for Gastric Acid Suppression,Completed,Has Results,Healthy,Drug: Prilosec OTC (omeprazole-magnesium)|Drug: Prevacid,Procter and Gamble,Both,Adult,Phase IV,40,Industry,Interventional,"Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science",2009010,5/14/2009,01/04/2009,01/06/2009,12/22/2010,01/12/2010,,01/06/2009,Mean Percent Time That Gastric pH > 4.0 on Day 5,http://ClinicalTrials.gov/show/NCT00903448,United States,1,1,2,1
NCT00904670,NWP06 in the Treatment of Children With Attention Deficit Hyperactivity Disorder (ADHD),Completed,No Results Available,Attention Deficit Hyperactivity Disorder,Drug: NWP06|Drug: Placebo,NextWave Pharmaceuticals,Both,Child,Phase III,45,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",NWP06-ADD-100,5/18/2009,01/05/2009,01/08/2009,8/19/2009,01/08/2009,,01/08/2009,SKAMP|PERMP,http://ClinicalTrials.gov/show/NCT00904670,United States,1,0,2,NA
NCT00907101,Evaluate Effectiveness of Epiduo?Û Gel in Reducing Antibiotic Sensitive & Resistant Strains of Propionibacterium (P)Acnes,Completed,No Results Available,P Acnes Colonization,Drug: Adapalene 0.1%/Benzoyl Peroxide 2.5% Gel (Epiduo?Û Gel),"Galderma Laboratories, L.P.",Both,Adult|Senior,Phase IV,30,Industry,Interventional,Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label,US10127,5/20/2009,01/06/2009,01/07/2009,8/14/2009,01/08/2009,,01/07/2009,Change from baseline in quantitative bacteriology measurements at week 4|Tolerability assessments,http://ClinicalTrials.gov/show/NCT00907101,United States,1,1,1,1
NCT00907257,A Study of Different Use Regimens Using Two Acne Treatments,Completed,No Results Available,Acne Vulgaris,Drug: benzoyl peroxide wash and tretinoin gel|Drug: benzoyl peroxide wash and tretinoin gel,Johnson & Johnson Consumer & Personal Products Worldwide,Both,Child|Adult|Senior,Phase IV,67,Industry,Interventional,Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Single Blind (Investigator)|Primary Purpose: Treatment,CA-P-6270,5/20/2009,01/02/2009,01/09/2009,11/30/2009,01/11/2009,,01/09/2009,Change from baseline in the total acne lesions count|Change from baseline and percent change from baseline in individual acne lesion counts|Measurement of success according to dichotomized IGA using criteria of improvement of 2 grades from baseline score or clear or almost clear grades (grades 0 or 1)|Change from baseline in Investigator's Global Assessment of Acne Severity (IGA) score,http://ClinicalTrials.gov/show/NCT00907257,United States,1,1,2,1
NCT00907335,A Study of Acne Treatment in Children Ages 9 to 11,Completed,No Results Available,Acne Vulgaris,Drug: Retin-A Micro 0.04% facial acne treatment|Drug: Vehicle control,Johnson & Johnson Consumer & Personal Products Worldwide,Both,Child,Phase II,110,Industry,Interventional,"Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",CA-P-6397,5/20/2009,01/02/2009,01/12/2009,1/14/2010,01/01/2010,,01/12/2009,Change from baseline in total non-inflammatory lesions.|Change from baseline and percent change from baseline in each lesion type|Change from baseline for each visit in Investigator's Global Assessment of Acne Severity (IGA #1 and IGA #2) score|Measurement of success according to dichotomized IGA scores (IGA #1 And IGA #2) using criteria of improvement of 2 grades from baseline score or clear or almost clear grades (grades 0 or 1)|Improvement from baseline in Investigator Global Assessment score (IGA # 3),http://ClinicalTrials.gov/show/NCT00907335,United States,1,1,2,1
NCT00907387,Safety and Efficacy Study of RT001 to Treat Moderate to Severe Lateral Canthal Lines,Completed,No Results Available,Lateral Canthal Lines,Drug: RT001|Drug: RT001|Other: Placebo,"Revance Therapeutics, Inc.",Both,Adult,Phase II|Phase III,72,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",RT001-CL010LCL,5/20/2009,01/04/2009,01/10/2009,9/28/2010,01/09/2010,,01/10/2009,The number of subjects classified as exhibiting improvement via the Investigator Global Assessment at Rest from Baseline (Day 0) to Day 28|Incidence of treatment-emergent adverse events,http://ClinicalTrials.gov/show/NCT00907387,United States,1,0,3,NA
NCT00911534,"Comparing the Efficacy, Safety, and Tolerability of Rabeprazole ER 50 mg With Placebo in Subjects With Symptomatic Gastroesophageal Reflux Disease (sGERD)",Completed,No Results Available,Symptomatic Gastroesophageal Reflux Disease (sGERD),Drug: rabeprazole sodium|Drug: Placebo,Eisai Inc.,Both,Adult|Senior,Phase III,304,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",E3810-A001-307,5/29/2009,01/01/2009,01/10/2009,3/17/2010,01/03/2010,,01/07/2009,Time to achieve first 24-hour period without heartburn. Assessment based on subject daily symptom diary.|Percentage of subjects with complete heartburn relief; percentage of heartburn-free time period (daytime or nighttime); change from baseline in average daily severity score of GERD-related symptoms. Assessments based on subject daily symptom diary.,http://ClinicalTrials.gov/show/NCT00911534,United States,1,1,2,0
NCT00911586,Pharmacokinetic Study to Determine Time to Steady-state,Completed,No Results Available,Male Hypogonadism|Primary Hypogonadism|Secondary Hypogonadism,Drug: Testosterone undecanoate,"Clarus Therapeutics, Inc.",Male,Adult|Senior,Phase II,15,Industry,Interventional,Control: Uncontrolled|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,CLAR-09009,5/29/2009,01/07/2009,01/01/2010,8/17/2010,01/08/2010,,01/09/2009,Confirmation of time to reach steady-state when oral testosterone undecanoate is administered twice daily.,http://ClinicalTrials.gov/show/NCT00911586,United States,1,0,1,NA
NCT00911612,Does Welchol (Colesevelam Hydrochloride) Improve Colonic Transit in D-IBS?,Completed,No Results Available,Irritable Bowel Syndrome|Diarrhea,Drug: colesevelam,Mayo Clinic|National Institutes of Health (NIH),Both,Adult,Phase II,24,Other|NIH,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",08-007454|NIH (DK54681),5/29/2009,01/01/2009,01/05/2009,06/01/2009,01/05/2009,welchol,01/05/2009,"colonic transit, geometric center at 24 hours (GC 24)|ascending colon emptying T1/2|intestinal and colonic permeability in cumulative mannitol urine excretion at 0-2h and 2-24h collections|Colonic GC 48 h|Stool consistency",http://ClinicalTrials.gov/show/NCT00911612,United States,1,1,1,1
NCT00912301,Cheno Effect on Transit in Health and IBS-C,Completed,No Results Available,Constipation-predominant Irritable Bowel Syndrome,Drug: NaCDC,Mayo Clinic,Both,Adult,Phase II,120,Other,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",08-001003|NIH DK 54681,5/29/2009,01/04/2009,01/12/2009,1/18/2010,01/01/2010,Chenotransit,01/11/2009,Colonic geometric center at 24 hours (GC24)|Colonic transit GC48 h|Ascending colon emptying T1/2|Stool consistency|Colonic Filling at 6 hours,http://ClinicalTrials.gov/show/NCT00912301,United States,1,0,1,NA
NCT00912873,Optimizing Local Anesthetic Concentration for Continuous Lumbar Plexus Nerve Blocks,Completed,No Results Available,Hip Arthroplasty|Hip Pain,Drug: ropivicaine (Psoas compartment block),"University of California, San Diego",Both,Adult|Senior,Phase IV,50,Other,Interventional,"Allocation: Randomized|Control: Dose Comparison|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Outcomes Assessor)|Primary Purpose: Treatment",Hip Concentration Study,06/01/2009,01/05/2008,01/06/2009,1/13/2010,01/06/2009,,01/06/2009,"Quadriceps femoris muscle strength, by measuring the maximum voluntary isometric contraction (MVIC). The difference in MVIC on POD1 compared with the preoperative MVIC, expressed as a percentage of the preoperative MVIC.|Hip adductor strength, evaluated in sitting position using the same technique as described for the primary outcome measure.|Hip flexor strength, evaluated in the supine position using the same technique as described for the primary outcome measure.|Sensory level, evaluated in the seated position, the current through TES is increased from 0mV until the patient describes mild discomfort and the current is then recorded.|Ambulatory ability, evaluated using the 100-foot walk test and the six minute walk test. Afer patients walk 100 feet, they will continue to walk for six minutes and the total distance will be recorded.|Range of motion, evaluated using a standard goniometer for hip flexion within precaution limits.|Weight bearing, evaluated using a standard scale to demonstrate the correct amount of weight to place on an operative extremity.|Pain, evaluated using a verbal rating scale of 0-10, where 0=no pain and 10=worst imaginable pain.|Sample size estimation, as centered around our primary null hypothesis that differing the concentration but providing an equal total dose of ropivicaine has no impact on the percentage drop in quadriceps muscle strength.",http://ClinicalTrials.gov/show/NCT00912873,United States,1,0,1,NA
NCT00913627,Study Evaluating Ibuprofen 600 mg Extended Release (ER) For Dental Pain,Completed,No Results Available,Pain,Drug: ibuprofen|Drug: ibuprofen|Drug: naproxen|Drug: Placebo,Wyeth,Both,Child|Adult,Phase II,196,Industry,Interventional,Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double-Blind|Primary Purpose: Treatment,AK-09-07,5/29/2009,01/05/2009,01/08/2009,08/12/2009,01/08/2009,,01/08/2009,"SPID 0-12 (time weighted sum of pain intensity difference scores from 0-12 hrs) AND SPID 8-12 (time-weighted sum of pain intensity difference scores from 8-12 hrs)|Time to first perceptible relief confirmed by meaningful relief (onset) AND Time to treatment failure (time to first rescue medication or discontinuation due to lack of efficacy) AND Percentage of treatment failures by 8, 9, 10, 11 and 12 hours",http://ClinicalTrials.gov/show/NCT00913627,United States,1,1,4,0
