"","Rank","NCT.ID","Title","Recruitment","Study.Results","Conditions","Interventions","Sponsors","Gender","Age.Groups","Phases","Enrollment","Funded.Bys","Study.Types","Study.Designs","Other.IDs","First.Received","Start.Date","Completion.Date","Last.Updated","Last.Verified","Acronym","Primary.Completion.Date","Outcome.Measures","URL","study.location"
"76394",76394,"NCT00427791","Rituximab to the Preparative Regimen of Etoposide and Total Body Irradiation in Acute Lymphoblastic Leukemia","Completed","No Results Available","Leukemia","Drug: Etoposide|Radiation: Total Body Irradiation|Drug: Rituximab","M.D. Anderson Cancer Center","Both","Child|Adult","Phase II",23,"Other","Interventional","Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","2004-0989","January 25, 2007","01/07/2005",2009-10-01,"October 29, 2009","01/10/2009","",2009-10-01,"To find out if giving rituximab with etoposide and total body irradiation (TBI) will help to control ALL in patients scheduled to receive an allogeneic hematopoietic stem cell transplantation (SCT).|To find the effect of this treatment on the occurrence of graft versus host disease (GVHD) in study participants.","http://ClinicalTrials.gov/show/NCT00427791",NA
"76459",76459,"NCT00538291","Cetuximab and Capecitabine in Treating Patients With Metastatic Colorectal Cancer That Failed Irinotecan Treatment","Completed","No Results Available","Colorectal Cancer","Biological: cetuximab|Drug: capecitabine|Genetic: gene expression analysis|Genetic: microarray analysis|Genetic: polymorphism analysis|Genetic: reverse transcriptase-polymerase chain reaction|Other: immunohistochemistry staining method","City of Hope Medical Center|National Cancer Institute (NCI)","Both","Adult|Senior","Phase II",13,"Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CDR0000567432|P30CA033572|CHNMC-05033","October 1, 2007","01/08/2005",NA,"December 22, 2009","01/12/2009","",2009-02-01,"Response rate|Overall survival|Progression-free survival|Duration of overall survival (median and 1-year rate)|Progression-free survival (median)|Safety|Tolerance to therapy","http://ClinicalTrials.gov/show/NCT00538291",NA
"76463",76463,"NCT00548691","Safety and Tolerability of FCM vs Standard of Care in Treating Iron Deficiency Anemia in Chronic Kidney Disease Patients","Completed","No Results Available","Anemia","Drug: Ferric Carboxymaltose","Luitpold Pharmaceuticals","Both","Adult|Senior","Phase III",NA,"Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","1VIT07018","October 22, 2007","01/10/2007",2009-04-01,"June 5, 2009","01/06/2009","",2009-04-01,"Safety and Tolerability","http://ClinicalTrials.gov/show/NCT00548691",NA
"76466",76466,"NCT00551291","A Study of NeoRecormon (Epoetin Beta), CellCept (Mycophenolate Mofetil) and Prednisone in Patients With Low or Intermediate Myelodysplastic Syndromes.","Completed","No Results Available","Myelodysplastic Syndromes","Drug: epoetin beta [NeoRecormon]|Drug: CellCept|Drug: Prednisone","Hoffmann-La Roche","Both","Adult|Senior","Phase II",10,"Industry","Interventional","Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ML20559","October 29, 2007","",2009-06-01,"September 16, 2009","01/09/2009","",2009-06-01,"Incidence of complete remission (transfusions, hematology parameters, bone marrow aspirates)|Cytogenesis assessments of bone marrow|AEs, laboratory parameters, vital signs.","http://ClinicalTrials.gov/show/NCT00551291",NA
"76499",76499,"NCT00604591","Effects of Tolcapone on Frontotemporal Dementia","Completed","No Results Available","Frontotemporal Lobar Degeneration","Drug: Tolcapone","National Institute of Neurological Disorders and Stroke (NINDS)","Both","Adult|Senior","Phase II",9,"NIH","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","080045|08-N-0045","January 19, 2008","01/01/2008",2009-10-01,"August 25, 2010","01/09/2009","",2009-10-01,"Reaction time on the most difficult N-back condition that the patients can succesfully perform.|A difference in the normalized BOLD signal intensity between subjects on placebo vs. tolcapone.","http://ClinicalTrials.gov/show/NCT00604591",NA
"76514",76514,"NCT00625391","Green Tea and Tai Chi for Bone Health","Completed","No Results Available","Osteoporosis","Other: placebo|Dietary Supplement: GTP|Behavioral: Placebo plus Tai Chi|Other: GTP plus Tai Chi","Texas Tech University Health Sciences Center|National Center for Complementary and Alternative Medicine (NCCAM)","Female","Child|Adult|Senior","Phase I|Phase II",200,"Other|NIH","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Factorial Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Prevention","R21 AT003735-01A1|R21AT003735-01A1","February 26, 2008","01/02/2008",2009-08-01,"March 17, 2010","01/03/2010","GTP-TC-Bone",2009-08-01,"attrition rate, compliance|bone turnover biomarkers, oxidative stress damage biomarker, biomechanical response","http://ClinicalTrials.gov/show/NCT00625391",NA
"76546",76546,"NCT00678691","An Eight Week, Double-Blind Efficacy Study of Armodafinil Augmentation to Alleviate Fibromyalgia Fatigue","Completed","No Results Available","Fibromyalgia, Primary","Drug: armodafinil|Drug: placebo","State University of New York - Upstate Medical University","Both","Adult","Phase IV",60,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","ArmoFibro-001","May 13, 2008","01/08/2007",2009-12-01,"August 4, 2010","01/08/2010","",2009-06-01,"Brief Fatigue Inventory","http://ClinicalTrials.gov/show/NCT00678691",NA
"76548",76548,"NCT00685191","HIV-1 Viral Dynamics in Subjects Initiating Raltegravir Therapy in Spain","Completed","No Results Available","HIV Infections","Drug: Salvage antiretroviral therapy including raltegravir","Germans Trias i Pujol Hospital","Both","Adult|Senior","Phase IV",15,"Other","Interventional","Allocation: Non-Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ITHACA","May 23, 2008","01/06/2008",2009-10-01,"November 6, 2009","01/11/2009","",2009-04-01,"Change in viral load from day 0 to 7|Intracellular levels of HIV-1 proviral DNA and LTR circles","http://ClinicalTrials.gov/show/NCT00685191",NA
"76569",76569,"NCT00722891","Ocular Responses to Short and Long-term Lens Wear","Completed","No Results Available","Ametropia","Device: Balafilcon A Lenses with ReNu Multiplus|Device: Balafilcon A Lenses with Optifree RepleniSH","Bausch & Lomb, Inc.","Both","Child|Adult|Senior","Phase IV",30,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Basic Science","P/289/07/B","July 24, 2008","01/07/2008",2009-09-01,"November 12, 2010","01/11/2010","",2009-06-01,"Quantify the ocular response to acute and chronic lens wear using slit lamp examination, tear assay and corneal sensitivity.","http://ClinicalTrials.gov/show/NCT00722891",NA
"76580",76580,"NCT00730691","Efficacy and Safety of Lu AA21004 in Treating Generalized Anxiety Disorder","Completed","No Results Available","Generalized Anxiety Disorder","Drug: Lu AA21004|Drug: Lu AA21004|Drug: Lu AA21004|Drug: Placebo|Drug: Duloxetine","Takeda Global Research & Development Center, Inc.|H. Lundbeck A/S","Both","Adult","Phase III",781,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","LuAA21004_308|U1111-1114-3966","August 6, 2008","01/06/2008",2009-02-01,"June 17, 2010","01/06/2010","",2009-02-01,"The least squares mean change from Baseline in the Hamilton Anxiety Scale total score.|The least squares mean change from Baseline in the Hamilton Anxiety Scale total score at each week assessed.|Response rates at Week 8, with response defined as a ??­50% decrease in the Hamilton Anxiety Scale total score from Baseline.|Remission rates at Week 8, with remission defined as a Hamilton Anxiety Scale total score ???7.|The least squares mean change from Baseline in Clinical Global Impression Scale-Global Improvement.|The least squares mean change from Baseline in Clinical Global Impression Scale-Severity of Illness.|The least squares mean change from Baseline in Hospital Anxiety and Depression Scale.|Sheehan Disability Scale.|Healthcare resource utilization as assessed by the Health Economic Assessment Questionnaire.","http://ClinicalTrials.gov/show/NCT00730691",NA
"76583",76583,"NCT00742391","A Multicenter Study to Evaluate the Efficacy and Safety of PEP005 (Ingenol Mebutate) Gel When Used to Treat Actinic Keratoses (AKs) on the Non Head Locations","Completed","No Results Available","Actinic Keratoses","Drug: PEP005 (ingenol mebutate) Gel|Drug: Vehicle gel","Peplin","Both","Adult|Senior","Phase III",255,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment","PEP005-014","August 25, 2008","01/08/2008",2009-02-01,"July 15, 2010","01/07/2010","",2009-02-01,"Efficacy (complete clearance of AKs)|Efficacy (partial clearance of AKs)","http://ClinicalTrials.gov/show/NCT00742391",NA
"76613",76613,"NCT00798291","Evaluation of AN777 in Elderly Subjects","Completed","No Results Available","Aged","Other: Ad lib diet and Control placebo|Other: Ad lib diet and An 777|Other: Ad lib diet/ placebo/ exercise|Other: Ad lib diet; AN 777; exercise","Abbott Nutrition","Both","Adult|Senior","Phase II|Phase III",108,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Factorial Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","BK32","November 25, 2008","01/10/2008",2010-01-01,"March 19, 2010","01/03/2010","",2009-12-01,"The primary objective is to evaluate the effect of AN777 on muscle mass change in an elderly population while on an adequate protein intake.|The secondary objective is to measure the effects of AN777 on body composition, functional outcomes, strength, and quality of life.","http://ClinicalTrials.gov/show/NCT00798291",NA
"76635",76635,"NCT00789191","Effect of Detemir and Sitagliptin on Blood Glucose Control in Type 2 Diabetes","Completed","Has Results","Diabetes Mellitus, Type 2","Drug: insulin detemir|Drug: sitagliptin|Drug: metformin|Drug: sulphonylurea","Novo Nordisk","Both","Adult|Senior","Phase III",222,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","NN304-3511|2008-001050-40","November 10, 2008","01/11/2008",2009-08-01,"January 10, 2011","01/01/2011","",2009-08-01,"HbA1c (Glycosylated Haemoglobin A1c)|Number of Subjects Achieving HbA1c Less Than or Equal to 7.0%|Number of Subjects Achieving HbA1c Less Than or Equal to 7.0% Without Symptomatic Hypoglycaemia|Number of Subjects Achieving HbA1c Less Than or Equal to 6.5%|Number of Subjects Achieving HbA1c Less Than or Equal to 6.5% Without Symptomatic Hypoglycaemia|Change in BMI (Body Mass Index)|Change in Body Weight|FPG (Fasting Plasma Glucose)|Hypoglycemic Episodes|Hypoglycemic Episodes: Day Time|Hypoglycemic Episodes: Night Time|Self-measured 9-point Plasma Glucose Profile","http://ClinicalTrials.gov/show/NCT00789191",NA
"76639",76639,"NCT00832091","Study of Thymosin Beta 4 in Patients With Venous Stasis Ulcers","Completed","Has Results","Venous Stasis Ulcers","Drug: Thymosin Beta 4|Drug: Placebo","RegeneRx Biopharmaceuticals, Inc.|sigma-tau i.f.r. S.p.A.","Both","Adult|Senior","Phase II",72,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","SSVS","January 28, 2009","01/07/2006",2009-01-01,"March 24, 2010","01/03/2010","SSVS",2009-01-01,"Safety and Tolerability of Thymosin Beta 4 (T??4) Applied to Patients With Venous Stasis (VS) Ulcers for up to 84 Days|Wound Healing (Wound Closure Without Drainage) by Applying T??4 Gel Once Daily for up to 84 Days to Patients With Venous Stasis (VS) Ulcers","http://ClinicalTrials.gov/show/NCT00832091",NA
"76640",76640,"NCT00676091","Study Evaluating 13-valent Pneumococcal Conjugate Vaccine in Healthy Infants in Brazil","Completed","Has Results","Vaccines, Pneumococcal Conjugate Vaccine","Biological: 13-Valent Pneumococcal Conjugate Vaccine (13vPnC)|Biological: 7-Valent Pneumococcal Conjugate Vaccine (7vPnc)","Wyeth","Both","Child","Phase III",354,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Masking: Double-Blind|Primary Purpose: Prevention","6096A1-012","April 8, 2008","01/04/2008",2009-09-01,"October 20, 2010","01/10/2010","",2009-09-01,"Percentage of Participants Achieving Serotype Specific IgG Antibody Concentration ??­0.35 Micrograms Per Milliliter (Mcg/mL) in the 13vPnC Group Relative to 7vPnC Group 1 Month After the Infant Series|Percentage of Participants Achieving Antibody Level ??­5 Enzyme-linked Immunosorbent Assay (ELISA) Units Per mL (EU/mL) for Pertussis in the 13vPnC Group Relative to 7vPnC Group 1 Month After the Infant Series|Percentage of Participants Achieving Serotype Specific IgG Antibody Concentration ??­0.35 Mcg/mL in the 13vPnC Group Relative to 7vPnC Group 1 Month After the Toddler Dose|Percentage of Participants Achieving Antibody Level ??­5 EU/mL for Pertussis in the 13vPnC Group Relative to 7vPnC Group 1 Month After the Toddler Dose","http://ClinicalTrials.gov/show/NCT00676091",NA
"76652",76652,"NCT00846391","A Study to Assess the Safety and Efficacy of MK8245 in Patients With Type 2 Diabetes Mellitus and Inadequate Glycemic Control (8245-005)","Completed","Has Results","Type 2 Diabetes Mellitus","Drug: MK8245 5 mg (twice a day) b.i.d.|Drug: MK8245 50 mg b.i.d.|Drug: Placebo","Merck","Both","Adult","Phase II",14,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","2009_541|MK8245-005","February 17, 2009","01/12/2008",2009-08-01,"August 26, 2010","01/08/2010","",2009-08-01,"Change From Baseline in 24-hour Weighted Mean Glucose (WMG) at Week 4","http://ClinicalTrials.gov/show/NCT00846391",NA
